Year,GP,Driver,Strategy,PitStops,Stint,Compound,StintLength,StintNumber
2021,Austrian Grand Prix,STR,SOFT-HARD-HARD,2,Stint 2,HARD,32,2
2021,Austrian Grand Prix,STR,SOFT-HARD-HARD,2,Stint 3,HARD,24,3
2021,Austrian Grand Prix,GIO,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,1,1
2021,Austrian Grand Prix,GIO,MEDIUM-HARD-HARD,2,Stint 2,HARD,28,2
2021,Austrian Grand Prix,GIO,MEDIUM-HARD-HARD,2,Stint 3,HARD,41,3
2021,Austrian Grand Prix,RAI,HARD-MEDIUM,1,Stint 1,HARD,37,1
2021,Austrian Grand Prix,RAI,HARD-MEDIUM,1,Stint 2,MEDIUM,33,2
2021,Austrian Grand Prix,LAT,MEDIUM-HARD,1,Stint 1,MEDIUM,33,1
2021,Austrian Grand Prix,LAT,MEDIUM-HARD,1,Stint 2,HARD,37,2
2021,Austrian Grand Prix,VET,SOFT-HARD-HARD,2,Stint 1,SOFT,17,1
2021,Austrian Grand Prix,VET,SOFT-HARD-HARD,2,Stint 2,HARD,32,2
2021,Austrian Grand Prix,VET,SOFT-HARD-HARD,2,Stint 3,HARD,21,3
2021,Austrian Grand Prix,MSC,MEDIUM-HARD,1,Stint 1,MEDIUM,34,1
2021,Austrian Grand Prix,MSC,MEDIUM-HARD,1,Stint 2,HARD,35,2
2021,Austrian Grand Prix,MAZ,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,27,1
2021,Austrian Grand Prix,MAZ,MEDIUM-HARD-HARD,2,Stint 2,HARD,18,2
2021,Austrian Grand Prix,MAZ,MEDIUM-HARD-HARD,2,Stint 3,HARD,24,3
2021,Austrian Grand Prix,OCO,MEDIUM,0,Stint 1,MEDIUM,1,1
2021,British Grand Prix,HAM,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,HAM,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,25,2
2021,British Grand Prix,HAM,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,25,3
2021,British Grand Prix,LEC,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,LEC,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,27,2
2021,British Grand Prix,LEC,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,23,3
2021,British Grand Prix,BOT,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,BOT,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,20,2
2021,British Grand Prix,BOT,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,30,3
2021,British Grand Prix,NOR,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,NOR,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,19,2
2021,British Grand Prix,NOR,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,31,3
2021,British Grand Prix,RIC,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,RIC,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,18,2
2021,British Grand Prix,RIC,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,32,3
2021,British Grand Prix,SAI,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,SAI,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,26,2
2021,British Grand Prix,SAI,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,24,3
2021,British Grand Prix,ALO,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,ALO,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,22,2
2021,British Grand Prix,ALO,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,28,3
2021,British Grand Prix,STR,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,STR,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,21,2
2021,British Grand Prix,STR,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,29,3
2021,British Grand Prix,OCO,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,OCO,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,17,2
2021,British Grand Prix,OCO,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,33,3
2021,British Grand Prix,TSU,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,TSU,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,28,2
2021,British Grand Prix,TSU,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,22,3
2021,British Grand Prix,GAS,MEDIUM-MEDIUM-HARD-SOFT,3,Stint 1,MEDIUM,2,1
2021,British Grand Prix,GAS,MEDIUM-MEDIUM-HARD-SOFT,3,Stint 2,MEDIUM,26,2
2021,British Grand Prix,GAS,MEDIUM-MEDIUM-HARD-SOFT,3,Stint 3,HARD,18,3
2021,British Grand Prix,GAS,MEDIUM-MEDIUM-HARD-SOFT,3,Stint 4,SOFT,6,4
2021,British Grand Prix,RUS,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,RUS,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,16,2
2021,British Grand Prix,RUS,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,33,3
2021,British Grand Prix,GIO,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,GIO,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,21,2
2021,British Grand Prix,GIO,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,28,3
2021,British Grand Prix,LAT,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,LAT,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,17,2
2021,British Grand Prix,LAT,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,32,3
2021,British Grand Prix,RAI,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,RAI,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,16,2
2021,British Grand Prix,RAI,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,33,3
2021,British Grand Prix,PER,HARD-HARD-MEDIUM-MEDIUM-SOFT,4,Stint 1,HARD,2,1
2021,British Grand Prix,PER,HARD-HARD-MEDIUM-MEDIUM-SOFT,4,Stint 2,HARD,16,2
2021,British Grand Prix,PER,HARD-HARD-MEDIUM-MEDIUM-SOFT,4,Stint 3,MEDIUM,20,3
2021,British Grand Prix,PER,HARD-HARD-MEDIUM-MEDIUM-SOFT,4,Stint 4,MEDIUM,10,4
2021,British Grand Prix,PER,HARD-HARD-MEDIUM-MEDIUM-SOFT,4,Stint 5,SOFT,3,5
2021,British Grand Prix,MAZ,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,MAZ,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,23,2
2021,British Grand Prix,MAZ,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,26,3
2021,British Grand Prix,MSC,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,MSC,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,22,2
2021,British Grand Prix,MSC,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,27,3
2021,British Grand Prix,VET,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,2,1
2021,British Grand Prix,VET,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,16,2
2021,British Grand Prix,VET,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,22,3
2021,British Grand Prix,VER,MEDIUM,0,Stint 1,MEDIUM,1,1
2021,Dutch Grand Prix,VER,SOFT-MEDIUM-HARD,2,Stint 1,SOFT,21,1
2021,Dutch Grand Prix,VER,SOFT-MEDIUM-HARD,2,Stint 2,MEDIUM,19,2
2021,Dutch Grand Prix,VER,SOFT-MEDIUM-HARD,2,Stint 3,HARD,32,3
2021,Dutch Grand Prix,HAM,SOFT-MEDIUM-MEDIUM-SOFT,3,Stint 1,SOFT,20,1
2021,Dutch Grand Prix,HAM,SOFT-MEDIUM-MEDIUM-SOFT,3,Stint 2,MEDIUM,19,2
2021,Dutch Grand Prix,HAM,SOFT-MEDIUM-MEDIUM-SOFT,3,Stint 3,MEDIUM,31,3
2021,Dutch Grand Prix,HAM,SOFT-MEDIUM-MEDIUM-SOFT,3,Stint 4,SOFT,2,4
2021,Dutch Grand Prix,BOT,SOFT-MEDIUM-SOFT,2,Stint 1,SOFT,31,1
2021,Dutch Grand Prix,BOT,SOFT-MEDIUM-SOFT,2,Stint 2,MEDIUM,36,2
2021,Dutch Grand Prix,BOT,SOFT-MEDIUM-SOFT,2,Stint 3,SOFT,5,3
2021,Dutch Grand Prix,GAS,SOFT-MEDIUM,1,Stint 1,SOFT,24,1
2021,Dutch Grand Prix,GAS,SOFT-MEDIUM,1,Stint 2,MEDIUM,47,2
2021,Dutch Grand Prix,LEC,SOFT-HARD,1,Stint 1,SOFT,34,1
2021,Dutch Grand Prix,LEC,SOFT-HARD,1,Stint 2,HARD,37,2
2021,Dutch Grand Prix,ALO,SOFT-MEDIUM,1,Stint 1,SOFT,33,1
2021,Dutch Grand Prix,ALO,SOFT-MEDIUM,1,Stint 2,MEDIUM,38,2
2021,Dutch Grand Prix,SAI,SOFT-HARD,1,Stint 1,SOFT,31,1
2021,Dutch Grand Prix,SAI,SOFT-HARD,1,Stint 2,HARD,40,2
2021,Dutch Grand Prix,PER,HARD-MEDIUM-SOFT,2,Stint 1,HARD,8,1
2021,Dutch Grand Prix,PER,HARD-MEDIUM-SOFT,2,Stint 2,MEDIUM,39,2
2021,Dutch Grand Prix,PER,HARD-MEDIUM-SOFT,2,Stint 3,SOFT,24,3
2021,Dutch Grand Prix,OCO,SOFT-MEDIUM,1,Stint 1,SOFT,31,1
2021,Dutch Grand Prix,OCO,SOFT-MEDIUM,1,Stint 2,MEDIUM,40,2
2021,Dutch Grand Prix,NOR,MEDIUM-HARD,1,Stint 1,MEDIUM,42,1
2021,Dutch Grand Prix,NOR,MEDIUM-HARD,1,Stint 2,HARD,29,2
2021,Dutch Grand Prix,RIC,SOFT-HARD,1,Stint 1,SOFT,30,1
2021,Dutch Grand Prix,RIC,SOFT-HARD,1,Stint 2,HARD,41,2
2021,Dutch Grand Prix,STR,SOFT-HARD,1,Stint 1,SOFT,27,1
2021,Dutch Grand Prix,STR,SOFT-HARD,1,Stint 2,HARD,43,2
2021,Dutch Grand Prix,VET,SOFT-HARD-MEDIUM,2,Stint 1,SOFT,10,1
2021,Dutch Grand Prix,VET,SOFT-HARD-MEDIUM,2,Stint 2,HARD,34,2
2021,Dutch Grand Prix,VET,SOFT-HARD-MEDIUM,2,Stint 3,MEDIUM,26,3
2021,Dutch Grand Prix,GIO,SOFT-MEDIUM-HARD,2,Stint 1,SOFT,27,1
2021,Dutch Grand Prix,GIO,SOFT-MEDIUM-HARD,2,Stint 2,MEDIUM,6,2
2021,Dutch Grand Prix,GIO,SOFT-MEDIUM-HARD,2,Stint 3,HARD,37,3
2021,Dutch Grand Prix,KUB,MEDIUM-HARD,1,Stint 1,MEDIUM,40,1
2021,Dutch Grand Prix,KUB,MEDIUM-HARD,1,Stint 2,HARD,30,2
2021,Dutch Grand Prix,LAT,MEDIUM-HARD,1,Stint 1,MEDIUM,23,1
2021,Dutch Grand Prix,LAT,MEDIUM-HARD,1,Stint 2,HARD,47,2
2021,Dutch Grand Prix,RUS,MEDIUM-HARD-SOFT,2,Stint 1,MEDIUM,27,1
2021,Dutch Grand Prix,RUS,MEDIUM-HARD-SOFT,2,Stint 2,HARD,41,2
2021,Dutch Grand Prix,RUS,MEDIUM-HARD-SOFT,2,Stint 3,SOFT,1,3
2021,Dutch Grand Prix,MSC,SOFT-HARD-MEDIUM,2,Stint 1,SOFT,4,1
2021,Dutch Grand Prix,MSC,SOFT-HARD-MEDIUM,2,Stint 2,HARD,26,2
2021,Dutch Grand Prix,MSC,SOFT-HARD-MEDIUM,2,Stint 3,MEDIUM,39,3
2021,Dutch Grand Prix,TSU,SOFT-MEDIUM,1,Stint 1,SOFT,31,1
2021,Dutch Grand Prix,TSU,SOFT-MEDIUM,1,Stint 2,MEDIUM,17,2
2021,Dutch Grand Prix,MAZ,MEDIUM-HARD,1,Stint 1,MEDIUM,33,1
2021,Dutch Grand Prix,MAZ,MEDIUM-HARD,1,Stint 2,HARD,8,2
2021,Italian Grand Prix,GAS,HARD,0,Stint 1,HARD,3,1
2021,Italian Grand Prix,PER,MEDIUM-HARD,1,Stint 1,MEDIUM,26,1
2021,Italian Grand Prix,PER,MEDIUM-HARD,1,Stint 2,HARD,27,2
2021,Italian Grand Prix,ALO,MEDIUM-HARD,1,Stint 1,MEDIUM,25,1
2021,Italian Grand Prix,ALO,MEDIUM-HARD,1,Stint 2,HARD,28,2
2021,Italian Grand Prix,LEC,MEDIUM-HARD,1,Stint 1,MEDIUM,26,1
2021,Italian Grand Prix,LEC,MEDIUM-HARD,1,Stint 2,HARD,27,2
2021,Italian Grand Prix,STR,MEDIUM-HARD,1,Stint 1,MEDIUM,25,1
2021,Italian Grand Prix,STR,MEDIUM-HARD,1,Stint 2,HARD,28,2
2021,Italian Grand Prix,TSU,MEDIUM,0,Stint 1,MEDIUM,1,1
2021,Italian Grand Prix,RIC,MEDIUM-HARD,1,Stint 1,MEDIUM,22,1
2021,Italian Grand Prix,RIC,MEDIUM-HARD,1,Stint 2,HARD,31,2
2021,Italian Grand Prix,OCO,MEDIUM-HARD,1,Stint 1,MEDIUM,26,1
2021,Italian Grand Prix,OCO,MEDIUM-HARD,1,Stint 2,HARD,27,2
2021,Italian Grand Prix,VER,MEDIUM-HARD,1,Stint 1,MEDIUM,23,1
2021,Italian Grand Prix,VER,MEDIUM-HARD,1,Stint 2,HARD,3,2
2021,Italian Grand Prix,NOR,MEDIUM-HARD,1,Stint 1,MEDIUM,24,1
2021,Italian Grand Prix,NOR,MEDIUM-HARD,1,Stint 2,HARD,29,2
2021,Italian Grand Prix,HAM,HARD,0,Stint 1,HARD,25,1
2021,Italian Grand Prix,MSC,MEDIUM-HARD,1,Stint 1,MEDIUM,23,1
2021,Italian Grand Prix,MSC,MEDIUM-HARD,1,Stint 2,HARD,30,2
2021,Italian Grand Prix,VET,MEDIUM-HARD-MEDIUM,2,Stint 1,MEDIUM,22,1
2021,Italian Grand Prix,VET,MEDIUM-HARD-MEDIUM,2,Stint 2,HARD,4,2
2021,Italian Grand Prix,VET,MEDIUM-HARD-MEDIUM,2,Stint 3,MEDIUM,27,3
2021,Italian Grand Prix,SAI,MEDIUM-HARD,1,Stint 1,MEDIUM,26,1
2021,Italian Grand Prix,SAI,MEDIUM-HARD,1,Stint 2,HARD,27,2
2021,Italian Grand Prix,LAT,MEDIUM-HARD,1,Stint 1,MEDIUM,23,1
2021,Italian Grand Prix,LAT,MEDIUM-HARD,1,Stint 2,HARD,30,2
2021,Italian Grand Prix,RUS,MEDIUM-HARD,1,Stint 1,MEDIUM,26,1
2021,Italian Grand Prix,RUS,MEDIUM-HARD,1,Stint 2,HARD,27,2
2021,Italian Grand Prix,BOT,HARD-MEDIUM,1,Stint 1,HARD,26,1
2021,Italian Grand Prix,BOT,HARD-MEDIUM,1,Stint 2,MEDIUM,27,2
2021,Italian Grand Prix,KUB,HARD-MEDIUM,1,Stint 1,HARD,26,1
2021,Italian Grand Prix,KUB,HARD-MEDIUM,1,Stint 2,MEDIUM,27,2
2021,Italian Grand Prix,MAZ,MEDIUM-SOFT-HARD-SOFT,3,Stint 1,MEDIUM,24,1
2021,Italian Grand Prix,MAZ,MEDIUM-SOFT-HARD-SOFT,3,Stint 2,SOFT,4,2
2021,Italian Grand Prix,MAZ,MEDIUM-SOFT-HARD-SOFT,3,Stint 3,HARD,11,3
2021,Italian Grand Prix,MAZ,MEDIUM-SOFT-HARD-SOFT,3,Stint 4,SOFT,3,4
2021,Italian Grand Prix,GIO,MEDIUM-HARD-MEDIUM,2,Stint 1,MEDIUM,1,1
2021,Italian Grand Prix,GIO,MEDIUM-HARD-MEDIUM,2,Stint 2,HARD,24,2
2021,Italian Grand Prix,GIO,MEDIUM-HARD-MEDIUM,2,Stint 3,MEDIUM,28,3
2021,United States Grand Prix,VER,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,10,1
2021,United States Grand Prix,VER,MEDIUM-HARD-HARD,2,Stint 2,HARD,19,2
2021,United States Grand Prix,VER,MEDIUM-HARD-HARD,2,Stint 3,HARD,27,3
2021,United States Grand Prix,HAM,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,13,1
2021,United States Grand Prix,HAM,MEDIUM-HARD-HARD,2,Stint 2,HARD,24,2
2021,United States Grand Prix,HAM,MEDIUM-HARD-HARD,2,Stint 3,HARD,19,3
2021,United States Grand Prix,PER,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,12,1
2021,United States Grand Prix,PER,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,18,2
2021,United States Grand Prix,PER,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,26,3
2021,United States Grand Prix,LEC,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,12,1
2021,United States Grand Prix,LEC,MEDIUM-HARD-HARD,2,Stint 2,HARD,20,2
2021,United States Grand Prix,LEC,MEDIUM-HARD-HARD,2,Stint 3,HARD,24,3
2021,United States Grand Prix,RIC,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,11,1
2021,United States Grand Prix,RIC,MEDIUM-HARD-HARD,2,Stint 2,HARD,19,2
2021,United States Grand Prix,RIC,MEDIUM-HARD-HARD,2,Stint 3,HARD,26,3
2021,United States Grand Prix,BOT,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,15,1
2021,United States Grand Prix,BOT,MEDIUM-HARD-HARD,2,Stint 2,HARD,19,2
2021,United States Grand Prix,BOT,MEDIUM-HARD-HARD,2,Stint 3,HARD,22,3
2021,United States Grand Prix,SAI,SOFT-HARD-HARD,2,Stint 1,SOFT,11,1
2021,United States Grand Prix,SAI,SOFT-HARD-HARD,2,Stint 2,HARD,18,2
2021,United States Grand Prix,SAI,SOFT-HARD-HARD,2,Stint 3,HARD,27,3
2021,United States Grand Prix,NOR,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,10,1
2021,United States Grand Prix,NOR,MEDIUM-HARD-HARD,2,Stint 2,HARD,20,2
2021,United States Grand Prix,NOR,MEDIUM-HARD-HARD,2,Stint 3,HARD,26,3
2021,United States Grand Prix,TSU,SOFT-HARD-HARD,2,Stint 1,SOFT,9,1
2021,United States Grand Prix,TSU,SOFT-HARD-HARD,2,Stint 2,HARD,23,2
2021,United States Grand Prix,TSU,SOFT-HARD-HARD,2,Stint 3,HARD,23,3
2021,United States Grand Prix,VET,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,17,1
2021,United States Grand Prix,VET,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,21,2
2021,United States Grand Prix,VET,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,17,3
2021,United States Grand Prix,GIO,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,8,1
2021,United States Grand Prix,GIO,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,18,2
2021,United States Grand Prix,GIO,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,29,3
2021,United States Grand Prix,STR,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,18,1
2021,United States Grand Prix,STR,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,16,2
2021,United States Grand Prix,STR,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,21,3
2021,United States Grand Prix,RAI,MEDIUM-MEDIUM-HARD,2,Stint 1,MEDIUM,12,1
2021,United States Grand Prix,RAI,MEDIUM-MEDIUM-HARD,2,Stint 2,MEDIUM,19,2
2021,United States Grand Prix,RAI,MEDIUM-MEDIUM-HARD,2,Stint 3,HARD,24,3
2021,United States Grand Prix,RUS,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,9,1
2021,United States Grand Prix,RUS,MEDIUM-HARD-HARD,2,Stint 2,HARD,22,2
2021,United States Grand Prix,RUS,MEDIUM-HARD-HARD,2,Stint 3,HARD,24,3
2021,United States Grand Prix,LAT,MEDIUM-HARD-HARD,2,Stint 1,MEDIUM,5,1
2021,United States Grand Prix,LAT,MEDIUM-HARD-HARD,2,Stint 2,HARD,20,2
2021,United States Grand Prix,LAT,MEDIUM-HARD-HARD,2,Stint 3,HARD,30,3
2021,United States Grand Prix,MSC,MEDIUM-HARD-MEDIUM,2,Stint 1,MEDIUM,11,1
2021,United States Grand Prix,MSC,MEDIUM-HARD-MEDIUM,2,Stint 2,HARD,23,2
2021,United States Grand Prix,MSC,MEDIUM-HARD-MEDIUM,2,Stint 3,MEDIUM,20,3
2021,United States Grand Prix,MAZ,MEDIUM-HARD-MEDIUM-MEDIUM,3,Stint 1,MEDIUM,1,1
2021,United States Grand Prix,MAZ,MEDIUM-HARD-MEDIUM-MEDIUM,3,Stint 2,HARD,23,2
2021,United States Grand Prix,MAZ,MEDIUM-HARD-MEDIUM-MEDIUM,3,Stint 3,MEDIUM,13,3
2021,United States Grand Prix,MAZ,MEDIUM-HARD-MEDIUM-MEDIUM,3,Stint 4,MEDIUM,17,4
2021,United States Grand Prix,ALO,MEDIUM-HARD-HARD-MEDIUM,3,Stint 1,MEDIUM,7,1
2021,United States Grand Prix,ALO,MEDIUM-HARD-HARD-MEDIUM,3,Stint 2,HARD,21,2
2021,United States Grand Prix,ALO,MEDIUM-HARD-HARD-MEDIUM,3,Stint 3,HARD,11,3
2021,United States Grand Prix,ALO,MEDIUM-HARD-HARD-MEDIUM,3,Stint 4,MEDIUM,10,4
2021,United States Grand Prix,OCO,MEDIUM-HARD-MEDIUM,2,Stint 1,MEDIUM,3,1
2021,United States Grand Prix,OCO,MEDIUM-HARD-MEDIUM,2,Stint 2,HARD,22,2
2021,United States Grand Prix,OCO,MEDIUM-HARD-MEDIUM,2,Stint 3,MEDIUM,15,3
2021,United States Grand Prix,GAS,MEDIUM-HARD,1,Stint 1,MEDIUM,10,1
2021,United States Grand Prix,GAS,MEDIUM-HARD,1,Stint 2,HARD,4,2
