Driver,Team,LapNumber,LapTime,Stint,Compound,TyreLife,Position,Year,GP,Laps,RacePercentage,GP_ci,Length,Abrasion,Traction,Braking,TrackEvo,Grip,Lateral,Downforce,TyreStress,LapTimePerKM
GIO,Alfa Romeo Racing,16.0,94.557,2.0,MEDIUM,1.0,20.0,2021,Qatar Grand Prix,57,0.2807017543859649,,,,,,,,,,,
GIO,Alfa Romeo Racing,33.0,94.244,3.0,MEDIUM,1.0,19.0,2021,Qatar Grand Prix,57,0.5789473684210527,,,,,,,,,,,
ALO,Alpine,45.0,112.878,5.0,SOFT,1.0,13.0,2021,Saudi Arabian Grand Prix,50,0.9,,,,,,,,,,,
STR,Aston Martin,10.0,147.675,2.0,HARD,2.0,19.0,2021,Saudi Arabian Grand Prix,50,0.2,,,,,,,,,,,
TSU,AlphaTauri,24.0,121.649,4.0,HARD,3.0,16.0,2021,Saudi Arabian Grand Prix,50,0.48,,,,,,,,,,,
RUS,Williams,10.0,140.006,2.0,HARD,1.0,18.0,2021,Saudi Arabian Grand Prix,50,0.2,,,,,,,,,,,
RAI,Alfa Romeo Racing,27.0,139.182,4.0,MEDIUM,6.0,15.0,2021,Saudi Arabian Grand Prix,50,0.54,,,,,,,,,,,
GAS,AlphaTauri,37.0,116.705,2.0,MEDIUM,4.0,9.0,2021,Abu Dhabi Grand Prix,58,0.6379310344827587,,,,,,,,,,,
GAS,AlphaTauri,55.0,120.394,3.0,SOFT,1.0,7.0,2021,Abu Dhabi Grand Prix,58,0.9482758620689655,,,,,,,,,,,
PER,Red Bull Racing,22.0,108.764,2.0,HARD,1.0,5.0,2021,Abu Dhabi Grand Prix,58,0.3793103448275862,,,,,,,,,,,
PER,Red Bull Racing,37.0,119.707,3.0,HARD,1.0,3.0,2021,Abu Dhabi Grand Prix,58,0.6379310344827587,,,,,,,,,,,
PER,Red Bull Racing,54.0,126.894,4.0,SOFT,4.0,3.0,2021,Abu Dhabi Grand Prix,58,0.9310344827586207,,,,,,,,,,,
ALO,Alpine,37.0,116.24,2.0,MEDIUM,1.0,7.0,2021,Abu Dhabi Grand Prix,58,0.6379310344827587,,,,,,,,,,,
LEC,Ferrari,16.0,110.853,2.0,HARD,1.0,16.0,2021,Abu Dhabi Grand Prix,58,0.27586206896551724,,,,,,,,,,,
LEC,Ferrari,36.0,128.653,3.0,MEDIUM,6.0,12.0,2021,Abu Dhabi Grand Prix,58,0.6206896551724138,,,,,,,,,,,
STR,Aston Martin,22.0,110.845,2.0,HARD,1.0,17.0,2021,Abu Dhabi Grand Prix,58,0.3793103448275862,,,,,,,,,,,
STR,Aston Martin,53.0,132.355,3.0,SOFT,1.0,14.0,2021,Abu Dhabi Grand Prix,58,0.9137931034482759,,,,,,,,,,,
TSU,AlphaTauri,24.0,111.159,2.0,HARD,1.0,10.0,2021,Abu Dhabi Grand Prix,58,0.41379310344827586,,,,,,,,,,,
TSU,AlphaTauri,54.0,114.46,3.0,SOFT,4.0,7.0,2021,Abu Dhabi Grand Prix,58,0.9310344827586207,,,,,,,,,,,
RIC,McLaren,19.0,110.014,2.0,HARD,1.0,17.0,2021,Abu Dhabi Grand Prix,58,0.3275862068965517,,,,,,,,,,,
RIC,McLaren,53.0,136.464,3.0,SOFT,4.0,13.0,2021,Abu Dhabi Grand Prix,58,0.9137931034482759,,,,,,,,,,,
OCO,Alpine,16.0,109.514,2.0,HARD,2.0,18.0,2021,Abu Dhabi Grand Prix,58,0.27586206896551724,,,,,,,,,,,
VER,Red Bull Racing,14.0,107.251,2.0,HARD,1.0,4.0,2021,Abu Dhabi Grand Prix,58,0.2413793103448276,,,,,,,,,,,
VER,Red Bull Racing,37.0,128.605,3.0,HARD,1.0,2.0,2021,Abu Dhabi Grand Prix,58,0.6379310344827587,,,,,,,,,,,
VER,Red Bull Racing,54.0,135.373,4.0,SOFT,4.0,2.0,2021,Abu Dhabi Grand Prix,58,0.9310344827586207,,,,,,,,,,,
NOR,McLaren,18.0,110.162,2.0,HARD,1.0,13.0,2021,Abu Dhabi Grand Prix,58,0.3103448275862069,,,,,,,,,,,
NOR,McLaren,49.0,108.028,3.0,MEDIUM,1.0,9.0,2021,Abu Dhabi Grand Prix,58,0.8448275862068966,,,,,,,,,,,
HAM,Mercedes,15.0,108.755,2.0,HARD,2.0,2.0,2021,Abu Dhabi Grand Prix,58,0.25862068965517243,,,,,,,,,,,
MSC,Haas F1 Team,11.0,110.461,2.0,HARD,1.0,19.0,2021,Abu Dhabi Grand Prix,58,0.1896551724137931,,,,,,,,,,,
MSC,Haas F1 Team,53.0,131.605,3.0,SOFT,4.0,15.0,2021,Abu Dhabi Grand Prix,58,0.9137931034482759,,,,,,,,,,,
VET,Aston Martin,24.0,110.219,2.0,HARD,1.0,16.0,2021,Abu Dhabi Grand Prix,58,0.41379310344827586,,,,,,,,,,,
SAI,Ferrari,20.0,110.428,2.0,HARD,1.0,8.0,2021,Abu Dhabi Grand Prix,58,0.3448275862068966,,,,,,,,,,,
LAT,Williams,29.0,109.78,2.0,HARD,1.0,17.0,2021,Abu Dhabi Grand Prix,58,0.5,,,,,,,,,,,
RAI,Alfa Romeo Racing,22.0,110.722,2.0,HARD,1.0,18.0,2021,Abu Dhabi Grand Prix,58,0.3793103448275862,,,,,,,,,,,
BOT,Mercedes,31.0,110.242,2.0,HARD,2.0,9.0,2021,Abu Dhabi Grand Prix,58,0.5344827586206896,,,,,,,,,,,
GIO,Alfa Romeo Racing,18.0,111.395,2.0,HARD,1.0,18.0,2021,Abu Dhabi Grand Prix,58,0.3103448275862069,,,,,,,,,,,
VER,Red Bull Racing,15.0,117.409,2.0,SOFT,1.0,4.0,2022,Bahrain Grand Prix,57,0.2631578947368421,,,,,,,,,,,
VER,Red Bull Racing,31.0,117.239,3.0,MEDIUM,1.0,4.0,2022,Bahrain Grand Prix,57,0.543859649122807,,,,,,,,,,,
VER,Red Bull Racing,44.0,117.242,4.0,SOFT,4.0,3.0,2022,Bahrain Grand Prix,57,0.7719298245614035,,,,,,,,,,,
GAS,AlphaTauri,15.0,121.397,2.0,MEDIUM,1.0,12.0,2022,Bahrain Grand Prix,57,0.2631578947368421,,,,,,,,,,,
GAS,AlphaTauri,33.0,120.808,3.0,HARD,1.0,10.0,2022,Bahrain Grand Prix,57,0.5789473684210527,,,,,,,,,,,
PER,Red Bull Racing,16.0,118.858,2.0,MEDIUM,1.0,4.0,2022,Bahrain Grand Prix,57,0.2807017543859649,,,,,,,,,,,
PER,Red Bull Racing,34.0,117.056,3.0,SOFT,4.0,4.0,2022,Bahrain Grand Prix,57,0.5964912280701754,,,,,,,,,,,
PER,Red Bull Racing,44.0,116.521,4.0,SOFT,4.0,5.0,2022,Bahrain Grand Prix,57,0.7719298245614035,,,,,,,,,,,
ALO,Alpine,12.0,120.053,2.0,MEDIUM,1.0,20.0,2022,Bahrain Grand Prix,57,0.21052631578947367,,,,,,,,,,,
ALO,Alpine,26.0,120.922,3.0,HARD,1.0,14.0,2022,Bahrain Grand Prix,57,0.45614035087719296,,,,,,,,,,,
ALO,Alpine,43.0,117.366,4.0,SOFT,1.0,14.0,2022,Bahrain Grand Prix,57,0.7543859649122807,,,,,,,,,,,
LEC,Ferrari,16.0,117.66,2.0,SOFT,4.0,1.0,2022,Bahrain Grand Prix,57,0.2807017543859649,,,,,,,,,,,
LEC,Ferrari,32.0,116.325,3.0,MEDIUM,1.0,3.0,2022,Bahrain Grand Prix,57,0.5614035087719298,,,,,,,,,,,
STR,Aston Martin,19.0,120.651,2.0,SOFT,1.0,19.0,2022,Bahrain Grand Prix,57,0.3333333333333333,,,,,,,,,,,
STR,Aston Martin,39.0,121.514,3.0,MEDIUM,1.0,16.0,2022,Bahrain Grand Prix,57,0.6842105263157895,,,,,,,,,,,
STR,Aston Martin,46.0,149.264,4.0,SOFT,1.0,15.0,2022,Bahrain Grand Prix,57,0.8070175438596491,,,,,,,,,,,
MAG,Haas F1 Team,15.0,119.764,2.0,SOFT,4.0,9.0,2022,Bahrain Grand Prix,57,0.2631578947368421,,,,,,,,,,,
MAG,Haas F1 Team,35.0,120.375,3.0,MEDIUM,1.0,10.0,2022,Bahrain Grand Prix,57,0.6140350877192983,,,,,,,,,,,
MAG,Haas F1 Team,47.0,127.721,4.0,SOFT,4.0,7.0,2022,Bahrain Grand Prix,57,0.8245614035087719,,,,,,,,,,,
TSU,AlphaTauri,16.0,121.989,2.0,MEDIUM,1.0,14.0,2022,Bahrain Grand Prix,57,0.2807017543859649,,,,,,,,,,,
TSU,AlphaTauri,30.0,119.21,3.0,SOFT,1.0,14.0,2022,Bahrain Grand Prix,57,0.5263157894736842,,,,,,,,,,,
TSU,AlphaTauri,45.0,147.999,4.0,SOFT,4.0,12.0,2022,Bahrain Grand Prix,57,0.7894736842105263,,,,,,,,,,,
ALB,Williams,14.0,121.075,2.0,MEDIUM,1.0,20.0,2022,Bahrain Grand Prix,57,0.24561403508771928,,,,,,,,,,,
ALB,Williams,36.0,123.311,3.0,MEDIUM,3.0,18.0,2022,Bahrain Grand Prix,57,0.631578947368421,,,,,,,,,,,
ALB,Williams,47.0,141.354,4.0,SOFT,4.0,15.0,2022,Bahrain Grand Prix,57,0.8245614035087719,,,,,,,,,,,
ZHO,Alfa Romeo,16.0,121.722,2.0,MEDIUM,1.0,18.0,2022,Bahrain Grand Prix,57,0.2807017543859649,,,,,,,,,,,
ZHO,Alfa Romeo,38.0,120.031,3.0,MEDIUM,1.0,13.0,2022,Bahrain Grand Prix,57,0.6666666666666666,,,,,,,,,,,
HUL,Aston Martin,20.0,123.711,2.0,SOFT,1.0,20.0,2022,Bahrain Grand Prix,57,0.3508771929824561,,,,,,,,,,,
HUL,Aston Martin,38.0,122.368,3.0,MEDIUM,1.0,20.0,2022,Bahrain Grand Prix,57,0.6666666666666666,,,,,,,,,,,
HUL,Aston Martin,45.0,148.352,4.0,SOFT,1.0,19.0,2022,Bahrain Grand Prix,57,0.7894736842105263,,,,,,,,,,,
RIC,McLaren,18.0,120.056,2.0,SOFT,1.0,20.0,2022,Bahrain Grand Prix,57,0.3157894736842105,,,,,,,,,,,
RIC,McLaren,34.0,122.85,3.0,HARD,1.0,19.0,2022,Bahrain Grand Prix,57,0.5964912280701754,,,,,,,,,,,
RIC,McLaren,45.0,148.703,4.0,SOFT,1.0,18.0,2022,Bahrain Grand Prix,57,0.7894736842105263,,,,,,,,,,,
OCO,Alpine,15.0,125.634,2.0,MEDIUM,1.0,16.0,2022,Bahrain Grand Prix,57,0.2631578947368421,,,,,,,,,,,
OCO,Alpine,31.0,120.824,3.0,HARD,1.0,13.0,2022,Bahrain Grand Prix,57,0.543859649122807,,,,,,,,,,,
OCO,Alpine,44.0,116.78,4.0,SOFT,4.0,12.0,2022,Bahrain Grand Prix,57,0.7719298245614035,,,,,,,,,,,
NOR,McLaren,25.0,122.145,2.0,HARD,1.0,20.0,2022,Bahrain Grand Prix,57,0.43859649122807015,,,,,,,,,,,
NOR,McLaren,42.0,120.713,3.0,SOFT,1.0,19.0,2022,Bahrain Grand Prix,57,0.7368421052631579,,,,,,,,,,,
NOR,McLaren,46.0,143.748,4.0,SOFT,4.0,17.0,2022,Bahrain Grand Prix,57,0.8070175438596491,,,,,,,,,,,
HAM,Mercedes,12.0,123.697,2.0,HARD,2.0,12.0,2022,Bahrain Grand Prix,57,0.21052631578947367,,,,,,,,,,,
HAM,Mercedes,28.0,121.276,3.0,MEDIUM,1.0,8.0,2022,Bahrain Grand Prix,57,0.49122807017543857,,,,,,,,,,,
HAM,Mercedes,45.0,131.741,4.0,SOFT,4.0,6.0,2022,Bahrain Grand Prix,57,0.7894736842105263,,,,,,,,,,,
MSC,Haas F1 Team,13.0,119.469,2.0,MEDIUM,1.0,20.0,2022,Bahrain Grand Prix,57,0.22807017543859648,,,,,,,,,,,
MSC,Haas F1 Team,36.0,118.5,3.0,SOFT,3.0,15.0,2022,Bahrain Grand Prix,57,0.631578947368421,,,,,,,,,,,
SAI,Ferrari,15.0,118.327,2.0,SOFT,1.0,5.0,2022,Bahrain Grand Prix,57,0.2631578947368421,,,,,,,,,,,
SAI,Ferrari,34.0,117.101,3.0,MEDIUM,1.0,3.0,2022,Bahrain Grand Prix,57,0.5964912280701754,,,,,,,,,,,
SAI,Ferrari,45.0,123.686,4.0,SOFT,4.0,3.0,2022,Bahrain Grand Prix,57,0.7894736842105263,,,,,,,,,,,
LAT,Williams,15.0,118.534,2.0,SOFT,1.0,20.0,2022,Bahrain Grand Prix,57,0.2631578947368421,,,,,,,,,,,
LAT,Williams,33.0,123.32,3.0,MEDIUM,1.0,20.0,2022,Bahrain Grand Prix,57,0.5789473684210527,,,,,,,,,,,
LAT,Williams,46.0,138.301,4.0,SOFT,4.0,18.0,2022,Bahrain Grand Prix,57,0.8070175438596491,,,,,,,,,,,
RUS,Mercedes,16.0,122.37,2.0,HARD,2.0,6.0,2022,Bahrain Grand Prix,57,0.2807017543859649,,,,,,,,,,,
RUS,Mercedes,34.0,119.638,3.0,MEDIUM,1.0,7.0,2022,Bahrain Grand Prix,57,0.5964912280701754,,,,,,,,,,,
BOT,Alfa Romeo,15.0,120.669,2.0,MEDIUM,1.0,17.0,2022,Bahrain Grand Prix,57,0.2631578947368421,,,,,,,,,,,
BOT,Alfa Romeo,37.0,118.899,3.0,MEDIUM,1.0,13.0,2022,Bahrain Grand Prix,57,0.6491228070175439,,,,,,,,,,,
BOT,Alfa Romeo,46.0,148.768,4.0,SOFT,3.0,8.0,2022,Bahrain Grand Prix,57,0.8070175438596491,,,,,,,,,,,
GAS,AlphaTauri,16.0,143.731,2.0,HARD,1.0,15.0,2022,Saudi Arabian Grand Prix,50,0.32,,,,,,,,,,,
PER,Red Bull Racing,16.0,128.106,2.0,HARD,1.0,4.0,2022,Saudi Arabian Grand Prix,50,0.32,,,,,,,,,,,
STR,Aston Martin,14.0,116.297,2.0,HARD,2.0,17.0,2022,Saudi Arabian Grand Prix,50,0.28,,,,,,,,,,,
MAG,Haas F1 Team,38.0,143.719,2.0,MEDIUM,3.0,12.0,2022,Saudi Arabian Grand Prix,50,0.76,,,,,,,,,,,
ALB,Williams,14.0,115.413,2.0,HARD,1.0,18.0,2022,Saudi Arabian Grand Prix,50,0.28,,,,,,,,,,,
ZHO,Alfa Romeo,28.0,108.451,3.0,HARD,12.0,17.0,2022,Saudi Arabian Grand Prix,50,0.56,,,,,,,,,,,
HUL,Aston Martin,38.0,144.318,2.0,MEDIUM,2.0,14.0,2022,Saudi Arabian Grand Prix,50,0.76,,,,,,,,,,,
RIC,McLaren,9.0,114.148,2.0,HARD,1.0,18.0,2022,Saudi Arabian Grand Prix,50,0.18,,,,,,,,,,,
OCO,Alpine,17.0,145.977,2.0,HARD,1.0,11.0,2022,Saudi Arabian Grand Prix,50,0.34,,,,,,,,,,,
NOR,McLaren,17.0,148.586,2.0,HARD,1.0,13.0,2022,Saudi Arabian Grand Prix,50,0.34,,,,,,,,,,,
HAM,Mercedes,41.0,113.062,2.0,MEDIUM,1.0,12.0,2022,Saudi Arabian Grand Prix,50,0.82,,,,,,,,,,,
BOT,Alfa Romeo,36.0,135.831,3.0,MEDIUM,1.0,15.0,2022,Saudi Arabian Grand Prix,50,0.72,,,,,,,,,,,
VER,Red Bull Racing,19.0,89.085,2.0,HARD,1.0,7.0,2022,Australian Grand Prix,58,0.3275862068965517,,,,,,,,,,,
GAS,AlphaTauri,22.0,90.21,2.0,HARD,1.0,15.0,2022,Australian Grand Prix,58,0.3793103448275862,,,,,,,,,,,
PER,Red Bull Racing,21.0,91.675,2.0,HARD,1.0,7.0,2022,Australian Grand Prix,58,0.3620689655172414,,,,,,,,,,,
ALO,Alpine,40.0,90.957,2.0,MEDIUM,1.0,13.0,2022,Australian Grand Prix,58,0.6896551724137931,,,,,,,,,,,
ALO,Alpine,54.0,92.889,3.0,MEDIUM,1.0,17.0,2022,Australian Grand Prix,58,0.9310344827586207,,,,,,,,,,,
LEC,Ferrari,23.0,94.148,2.0,HARD,1.0,1.0,2022,Australian Grand Prix,58,0.39655172413793105,,,,,,,,,,,
STR,Aston Martin,4.0,133.522,2.0,MEDIUM,3.0,19.0,2022,Australian Grand Prix,58,0.06896551724137931,,,,,,,,,,,
STR,Aston Martin,5.0,124.896,3.0,HARD,1.0,19.0,2022,Australian Grand Prix,58,0.08620689655172414,,,,,,,,,,,
STR,Aston Martin,24.0,121.599,4.0,HARD,5.0,13.0,2022,Australian Grand Prix,58,0.41379310344827586,,,,,,,,,,,
MAG,Haas F1 Team,40.0,90.49,2.0,MEDIUM,3.0,17.0,2022,Australian Grand Prix,58,0.6896551724137931,,,,,,,,,,,
TSU,AlphaTauri,19.0,91.019,2.0,HARD,1.0,17.0,2022,Australian Grand Prix,58,0.3275862068965517,,,,,,,,,,,
ALB,Williams,58.0,87.465,2.0,SOFT,1.0,10.0,2022,Australian Grand Prix,58,1.0,,,,,,,,,,,
ZHO,Alfa Romeo,22.0,92.26,2.0,HARD,1.0,18.0,2022,Australian Grand Prix,58,0.3793103448275862,,,,,,,,,,,
RIC,McLaren,22.0,90.993,2.0,HARD,1.0,9.0,2022,Australian Grand Prix,58,0.3793103448275862,,,,,,,,,,,
OCO,Alpine,18.0,90.536,2.0,HARD,1.0,16.0,2022,Australian Grand Prix,58,0.3103448275862069,,,,,,,,,,,
NOR,McLaren,21.0,90.195,2.0,HARD,1.0,10.0,2022,Australian Grand Prix,58,0.3620689655172414,,,,,,,,,,,
HAM,Mercedes,23.0,101.596,2.0,HARD,1.0,6.0,2022,Australian Grand Prix,58,0.39655172413793105,,,,,,,,,,,
MSC,Haas F1 Team,15.0,91.469,2.0,HARD,1.0,18.0,2022,Australian Grand Prix,58,0.25862068965517243,,,,,,,,,,,
LAT,Williams,14.0,92.856,2.0,HARD,2.0,19.0,2022,Australian Grand Prix,58,0.2413793103448276,,,,,,,,,,,
LAT,Williams,24.0,116.661,3.0,HARD,1.0,18.0,2022,Australian Grand Prix,58,0.41379310344827586,,,,,,,,,,,
RUS,Mercedes,24.0,146.663,2.0,HARD,1.0,3.0,2022,Australian Grand Prix,58,0.41379310344827586,,,,,,,,,,,
BOT,Alfa Romeo,23.0,112.104,2.0,HARD,1.0,13.0,2022,Australian Grand Prix,58,0.39655172413793105,,,,,,,,,,,
VER,Red Bull Racing,27.0,108.047,2.0,HARD,1.0,2.0,2022,Miami Grand Prix,57,0.47368421052631576,,,,,,,,,,,
GAS,AlphaTauri,17.0,110.83,2.0,HARD,1.0,11.0,2022,Miami Grand Prix,57,0.2982456140350877,,,,,,,,,,,
PER,Red Bull Racing,28.0,108.374,2.0,HARD,1.0,4.0,2022,Miami Grand Prix,57,0.49122807017543857,,,,,,,,,,,
PER,Red Bull Racing,42.0,131.29,3.0,MEDIUM,1.0,4.0,2022,Miami Grand Prix,57,0.7368421052631579,,,,,,,,,,,
ALO,Alpine,16.0,113.03,2.0,HARD,2.0,13.0,2022,Miami Grand Prix,57,0.2807017543859649,,,,,,,,,,,
LEC,Ferrari,25.0,111.128,2.0,HARD,1.0,4.0,2022,Miami Grand Prix,57,0.43859649122807015,,,,,,,,,,,
STR,Aston Martin,1.0,113.387,1.0,HARD,3.0,19.0,2022,Miami Grand Prix,57,0.017543859649122806,,,,,,,,,,,
STR,Aston Martin,41.0,131.776,2.0,MEDIUM,3.0,13.0,2022,Miami Grand Prix,57,0.7192982456140351,,,,,,,,,,,
MAG,Haas F1 Team,13.0,110.202,2.0,HARD,1.0,18.0,2022,Miami Grand Prix,57,0.22807017543859648,,,,,,,,,,,
MAG,Haas F1 Team,43.0,128.984,3.0,MEDIUM,1.0,13.0,2022,Miami Grand Prix,57,0.7543859649122807,,,,,,,,,,,
TSU,AlphaTauri,12.0,111.044,2.0,HARD,1.0,19.0,2022,Miami Grand Prix,57,0.21052631578947367,,,,,,,,,,,
ALB,Williams,17.0,111.738,2.0,HARD,1.0,19.0,2022,Miami Grand Prix,57,0.2982456140350877,,,,,,,,,,,
RIC,McLaren,31.0,111.887,2.0,HARD,1.0,17.0,2022,Miami Grand Prix,57,0.543859649122807,,,,,,,,,,,
RIC,McLaren,42.0,131.63,3.0,SOFT,1.0,15.0,2022,Miami Grand Prix,57,0.7368421052631579,,,,,,,,,,,
OCO,Alpine,42.0,131.736,2.0,SOFT,1.0,10.0,2022,Miami Grand Prix,57,0.7368421052631579,,,,,,,,,,,
NOR,McLaren,19.0,115.077,2.0,HARD,1.0,16.0,2022,Miami Grand Prix,57,0.3333333333333333,,,,,,,,,,,
HAM,Mercedes,23.0,109.237,2.0,HARD,1.0,7.0,2022,Miami Grand Prix,57,0.40350877192982454,,,,,,,,,,,
MSC,Haas F1 Team,15.0,111.573,2.0,HARD,1.0,18.0,2022,Miami Grand Prix,57,0.2631578947368421,,,,,,,,,,,
MSC,Haas F1 Team,55.0,121.556,3.0,MEDIUM,1.0,16.0,2022,Miami Grand Prix,57,0.9649122807017544,,,,,,,,,,,
VET,Aston Martin,1.0,114.106,1.0,HARD,3.0,20.0,2022,Miami Grand Prix,57,0.017543859649122806,,,,,,,,,,,
VET,Aston Martin,42.0,132.994,2.0,MEDIUM,3.0,14.0,2022,Miami Grand Prix,57,0.7368421052631579,,,,,,,,,,,
SAI,Ferrari,28.0,112.158,2.0,HARD,1.0,3.0,2022,Miami Grand Prix,57,0.49122807017543857,,,,,,,,,,,
LAT,Williams,35.0,114.001,2.0,MEDIUM,1.0,19.0,2022,Miami Grand Prix,57,0.6140350877192983,,,,,,,,,,,
RUS,Mercedes,41.0,132.581,2.0,MEDIUM,1.0,7.0,2022,Miami Grand Prix,57,0.7192982456140351,,,,,,,,,,,
BOT,Alfa Romeo,27.0,110.508,2.0,HARD,1.0,6.0,2022,Miami Grand Prix,57,0.47368421052631576,,,,,,,,,,,
VER,Red Bull Racing,14.0,105.251,2.0,MEDIUM,1.0,5.0,2022,Spanish Grand Prix,66,0.21212121212121213,,,,,,,,,,,
VER,Red Bull Racing,29.0,103.366,3.0,SOFT,4.0,4.0,2022,Spanish Grand Prix,66,0.4393939393939394,,,,,,,,,,,
VER,Red Bull Racing,45.0,103.854,4.0,MEDIUM,1.0,2.0,2022,Spanish Grand Prix,66,0.6818181818181818,,,,,,,,,,,
PER,Red Bull Racing,18.0,105.488,2.0,MEDIUM,1.0,4.0,2022,Spanish Grand Prix,66,0.2727272727272727,,,,,,,,,,,
PER,Red Bull Racing,38.0,104.438,3.0,MEDIUM,1.0,2.0,2022,Spanish Grand Prix,66,0.5757575757575758,,,,,,,,,,,
PER,Red Bull Racing,54.0,105.742,4.0,SOFT,4.0,2.0,2022,Spanish Grand Prix,66,0.8181818181818182,,,,,,,,,,,
RUS,Mercedes,14.0,105.382,2.0,MEDIUM,1.0,4.0,2022,Spanish Grand Prix,66,0.21212121212121213,,,,,,,,,,,
RUS,Mercedes,37.0,104.507,3.0,MEDIUM,1.0,3.0,2022,Spanish Grand Prix,66,0.5606060606060606,,,,,,,,,,,
RUS,Mercedes,52.0,103.495,4.0,SOFT,3.0,4.0,2022,Spanish Grand Prix,66,0.7878787878787878,,,,,,,,,,,
SAI,Ferrari,11.0,105.81,2.0,MEDIUM,1.0,15.0,2022,Spanish Grand Prix,66,0.16666666666666666,,,,,,,,,,,
SAI,Ferrari,32.0,105.94,3.0,MEDIUM,1.0,7.0,2022,Spanish Grand Prix,66,0.48484848484848486,,,,,,,,,,,
SAI,Ferrari,46.0,104.598,4.0,SOFT,4.0,7.0,2022,Spanish Grand Prix,66,0.696969696969697,,,,,,,,,,,
HAM,Mercedes,2.0,115.134,2.0,SOFT,3.0,19.0,2022,Spanish Grand Prix,66,0.030303030303030304,,,,,,,,,,,
HAM,Mercedes,23.0,105.871,3.0,MEDIUM,1.0,19.0,2022,Spanish Grand Prix,66,0.3484848484848485,,,,,,,,,,,
HAM,Mercedes,49.0,103.326,4.0,SOFT,4.0,7.0,2022,Spanish Grand Prix,66,0.7424242424242424,,,,,,,,,,,
BOT,Alfa Romeo,15.0,107.922,2.0,MEDIUM,1.0,5.0,2022,Spanish Grand Prix,66,0.22727272727272727,,,,,,,,,,,
BOT,Alfa Romeo,35.0,106.198,3.0,MEDIUM,1.0,4.0,2022,Spanish Grand Prix,66,0.5303030303030303,,,,,,,,,,,
OCO,Alpine,14.0,106.958,2.0,MEDIUM,1.0,7.0,2022,Spanish Grand Prix,66,0.21212121212121213,,,,,,,,,,,
OCO,Alpine,36.0,106.285,3.0,SOFT,4.0,7.0,2022,Spanish Grand Prix,66,0.5454545454545454,,,,,,,,,,,
OCO,Alpine,53.0,104.279,4.0,SOFT,4.0,8.0,2022,Spanish Grand Prix,66,0.803030303030303,,,,,,,,,,,
NOR,McLaren,13.0,107.09,2.0,MEDIUM,1.0,9.0,2022,Spanish Grand Prix,66,0.19696969696969696,,,,,,,,,,,
NOR,McLaren,34.0,109.283,3.0,SOFT,4.0,9.0,2022,Spanish Grand Prix,66,0.5151515151515151,,,,,,,,,,,
NOR,McLaren,52.0,104.828,4.0,SOFT,4.0,10.0,2022,Spanish Grand Prix,66,0.7878787878787878,,,,,,,,,,,
ALO,Alpine,11.0,107.116,2.0,MEDIUM,1.0,16.0,2022,Spanish Grand Prix,66,0.16666666666666666,,,,,,,,,,,
ALO,Alpine,32.0,105.671,3.0,SOFT,1.0,11.0,2022,Spanish Grand Prix,66,0.48484848484848486,,,,,,,,,,,
ALO,Alpine,54.0,108.172,4.0,SOFT,3.0,10.0,2022,Spanish Grand Prix,66,0.8181818181818182,,,,,,,,,,,
TSU,AlphaTauri,12.0,108.5,2.0,MEDIUM,1.0,14.0,2022,Spanish Grand Prix,66,0.18181818181818182,,,,,,,,,,,
TSU,AlphaTauri,33.0,107.423,3.0,SOFT,4.0,10.0,2022,Spanish Grand Prix,66,0.5,,,,,,,,,,,
TSU,AlphaTauri,53.0,105.466,4.0,SOFT,4.0,11.0,2022,Spanish Grand Prix,66,0.803030303030303,,,,,,,,,,,
VET,Aston Martin,22.0,107.632,2.0,SOFT,4.0,17.0,2022,Spanish Grand Prix,66,0.3333333333333333,,,,,,,,,,,
VET,Aston Martin,43.0,107.252,3.0,MEDIUM,2.0,14.0,2022,Spanish Grand Prix,66,0.6515151515151515,,,,,,,,,,,
RIC,McLaren,12.0,107.813,2.0,SOFT,4.0,15.0,2022,Spanish Grand Prix,66,0.18181818181818182,,,,,,,,,,,
RIC,McLaren,32.0,107.364,3.0,MEDIUM,1.0,13.0,2022,Spanish Grand Prix,66,0.48484848484848486,,,,,,,,,,,
RIC,McLaren,49.0,107.158,4.0,SOFT,4.0,13.0,2022,Spanish Grand Prix,66,0.7424242424242424,,,,,,,,,,,
GAS,AlphaTauri,11.0,106.89,2.0,MEDIUM,1.0,17.0,2022,Spanish Grand Prix,66,0.16666666666666666,,,,,,,,,,,
GAS,AlphaTauri,30.0,112.145,3.0,SOFT,4.0,14.0,2022,Spanish Grand Prix,66,0.45454545454545453,,,,,,,,,,,
GAS,AlphaTauri,47.0,106.282,4.0,SOFT,4.0,14.0,2022,Spanish Grand Prix,66,0.7121212121212122,,,,,,,,,,,
MSC,Haas F1 Team,13.0,109.062,2.0,SOFT,4.0,14.0,2022,Spanish Grand Prix,66,0.19696969696969696,,,,,,,,,,,
MSC,Haas F1 Team,31.0,106.912,3.0,MEDIUM,1.0,13.0,2022,Spanish Grand Prix,66,0.4696969696969697,,,,,,,,,,,
STR,Aston Martin,15.0,109.072,2.0,SOFT,4.0,18.0,2022,Spanish Grand Prix,66,0.22727272727272727,,,,,,,,,,,
STR,Aston Martin,28.0,110.401,3.0,MEDIUM,2.0,17.0,2022,Spanish Grand Prix,66,0.42424242424242425,,,,,,,,,,,
