Driver,Team,LapNumber,LapTime,Stint,Compound,TyreLife,Position,Year,GP,Laps,RacePercentage,GP_ci,Length,Abrasion,Traction,Braking,TrackEvo,Grip,Lateral,Downforce,TyreStress,LapTimePerKM
STR,Aston Martin,58.0,92.618,1.0,HARD,58.0,8.0,2021,Monaco Grand Prix,78,0.7435897435897436,,,,,,,,,,,
OCO,Alpine,37.0,92.516,1.0,SOFT,37.0,10.0,2021,Monaco Grand Prix,78,0.47435897435897434,,,,,,,,,,,
GIO,Alfa Romeo Racing,33.0,95.523,1.0,SOFT,38.0,12.0,2021,Monaco Grand Prix,78,0.4230769230769231,,,,,,,,,,,
RAI,Alfa Romeo Racing,43.0,93.514,1.0,MEDIUM,43.0,11.0,2021,Monaco Grand Prix,78,0.5512820512820513,,,,,,,,,,,
RIC,McLaren,36.0,95.412,1.0,MEDIUM,36.0,13.0,2021,Monaco Grand Prix,78,0.46153846153846156,,,,,,,,,,,
ALO,Alpine,45.0,94.415,1.0,MEDIUM,45.0,13.0,2021,Monaco Grand Prix,78,0.5769230769230769,,,,,,,,,,,
RUS,Williams,31.0,95.152,1.0,MEDIUM,31.0,16.0,2021,Monaco Grand Prix,78,0.3974358974358974,,,,,,,,,,,
LAT,Williams,43.0,94.2,1.0,MEDIUM,43.0,16.0,2021,Monaco Grand Prix,78,0.5512820512820513,,,,,,,,,,,
TSU,AlphaTauri,64.0,94.429,1.0,HARD,64.0,16.0,2021,Monaco Grand Prix,78,0.8205128205128205,,,,,,,,,,,
MAZ,Haas F1 Team,34.0,96.881,1.0,SOFT,34.0,17.0,2021,Monaco Grand Prix,78,0.4358974358974359,,,,,,,,,,,
MSC,Haas F1 Team,37.0,95.956,1.0,SOFT,37.0,18.0,2021,Monaco Grand Prix,78,0.47435897435897434,,,,,,,,,,,
GAS,AlphaTauri,11.0,111.282,1.0,SOFT,16.0,4.0,2021,Azerbaijan Grand Prix,51,0.21568627450980393,,,,,,,,,,,
GAS,AlphaTauri,47.0,133.442,2.0,HARD,36.0,4.0,2021,Azerbaijan Grand Prix,51,0.9215686274509803,,,,,,,,,,,
PER,Red Bull Racing,13.0,109.96,1.0,SOFT,16.0,1.0,2021,Azerbaijan Grand Prix,51,0.2549019607843137,,,,,,,,,,,
PER,Red Bull Racing,47.0,136.165,2.0,HARD,34.0,1.0,2021,Azerbaijan Grand Prix,51,0.9215686274509803,,,,,,,,,,,
ALO,Alpine,7.0,114.515,1.0,SOFT,10.0,11.0,2021,Azerbaijan Grand Prix,51,0.13725490196078433,,,,,,,,,,,
ALO,Alpine,47.0,138.391,3.0,SOFT,15.0,10.0,2021,Azerbaijan Grand Prix,51,0.9215686274509803,,,,,,,,,,,
LEC,Ferrari,9.0,111.823,1.0,SOFT,12.0,6.0,2021,Azerbaijan Grand Prix,51,0.17647058823529413,,,,,,,,,,,
LEC,Ferrari,47.0,133.338,2.0,HARD,38.0,5.0,2021,Azerbaijan Grand Prix,51,0.9215686274509803,,,,,,,,,,,
TSU,AlphaTauri,9.0,111.376,1.0,SOFT,15.0,9.0,2021,Azerbaijan Grand Prix,51,0.17647058823529413,,,,,,,,,,,
TSU,AlphaTauri,47.0,134.982,2.0,HARD,38.0,6.0,2021,Azerbaijan Grand Prix,51,0.9215686274509803,,,,,,,,,,,
RIC,McLaren,11.0,112.582,1.0,SOFT,11.0,8.0,2021,Azerbaijan Grand Prix,51,0.21568627450980393,,,,,,,,,,,
RIC,McLaren,47.0,139.455,2.0,HARD,36.0,9.0,2021,Azerbaijan Grand Prix,51,0.9215686274509803,,,,,,,,,,,
OCO,Alpine,3.0,130.806,1.0,SOFT,3.0,18.0,2021,Azerbaijan Grand Prix,51,0.058823529411764705,,,,,,,,,,,
VER,Red Bull Racing,12.0,110.389,1.0,SOFT,13.0,2.0,2021,Azerbaijan Grand Prix,51,0.23529411764705882,,,,,,,,,,,
NOR,McLaren,7.0,112.031,1.0,SOFT,10.0,12.0,2021,Azerbaijan Grand Prix,51,0.13725490196078433,,,,,,,,,,,
NOR,McLaren,47.0,134.859,2.0,HARD,40.0,7.0,2021,Azerbaijan Grand Prix,51,0.9215686274509803,,,,,,,,,,,
HAM,Mercedes,11.0,111.218,1.0,SOFT,15.0,3.0,2021,Azerbaijan Grand Prix,51,0.21568627450980393,,,,,,,,,,,
HAM,Mercedes,47.0,135.406,2.0,HARD,36.0,2.0,2021,Azerbaijan Grand Prix,51,0.9215686274509803,,,,,,,,,,,
MSC,Haas F1 Team,8.0,113.586,1.0,SOFT,8.0,16.0,2021,Azerbaijan Grand Prix,51,0.1568627450980392,,,,,,,,,,,
MSC,Haas F1 Team,44.0,113.919,3.0,SOFT,12.0,17.0,2021,Azerbaijan Grand Prix,51,0.8627450980392157,,,,,,,,,,,
VET,Aston Martin,18.0,110.359,1.0,SOFT,18.0,2.0,2021,Azerbaijan Grand Prix,51,0.35294117647058826,,,,,,,,,,,
VET,Aston Martin,47.0,133.659,2.0,HARD,29.0,3.0,2021,Azerbaijan Grand Prix,51,0.9215686274509803,,,,,,,,,,,
SAI,Ferrari,10.0,111.542,1.0,SOFT,13.0,5.0,2021,Azerbaijan Grand Prix,51,0.19607843137254902,,,,,,,,,,,
SAI,Ferrari,47.0,135.333,2.0,HARD,37.0,8.0,2021,Azerbaijan Grand Prix,51,0.9215686274509803,,,,,,,,,,,
LAT,Williams,9.0,114.357,1.0,MEDIUM,9.0,13.0,2021,Azerbaijan Grand Prix,51,0.17647058823529413,,,,,,,,,,,
RUS,Williams,1.0,128.197,1.0,MEDIUM,1.0,20.0,2021,Azerbaijan Grand Prix,51,0.0196078431372549,,,,,,,,,,,
RUS,Williams,47.0,135.933,3.0,HARD,13.0,14.0,2021,Azerbaijan Grand Prix,51,0.9215686274509803,,,,,,,,,,,
RAI,Alfa Romeo Racing,13.0,114.15,1.0,MEDIUM,13.0,10.0,2021,Azerbaijan Grand Prix,51,0.2549019607843137,,,,,,,,,,,
RAI,Alfa Romeo Racing,47.0,139.263,2.0,HARD,34.0,11.0,2021,Azerbaijan Grand Prix,51,0.9215686274509803,,,,,,,,,,,
BOT,Mercedes,11.0,112.171,1.0,SOFT,15.0,6.0,2021,Azerbaijan Grand Prix,51,0.21568627450980393,,,,,,,,,,,
BOT,Mercedes,47.0,138.072,2.0,HARD,36.0,13.0,2021,Azerbaijan Grand Prix,51,0.9215686274509803,,,,,,,,,,,
MAZ,Haas F1 Team,9.0,117.044,1.0,SOFT,9.0,17.0,2021,Azerbaijan Grand Prix,51,0.17647058823529413,,,,,,,,,,,
MAZ,Haas F1 Team,34.0,125.129,2.0,HARD,25.0,18.0,2021,Azerbaijan Grand Prix,51,0.6666666666666666,,,,,,,,,,,
MAZ,Haas F1 Team,44.0,114.527,3.0,SOFT,12.0,18.0,2021,Azerbaijan Grand Prix,51,0.8627450980392157,,,,,,,,,,,
MAZ,Haas F1 Team,46.0,142.738,4.0,SOFT,7.0,17.0,2021,Azerbaijan Grand Prix,51,0.9019607843137255,,,,,,,,,,,
GIO,Alfa Romeo Racing,2.0,115.997,1.0,SOFT,2.0,18.0,2021,Azerbaijan Grand Prix,51,0.0392156862745098,,,,,,,,,,,
GIO,Alfa Romeo Racing,47.0,140.204,3.0,HARD,13.0,12.0,2021,Azerbaijan Grand Prix,51,0.9215686274509803,,,,,,,,,,,
VER,Red Bull Racing,18.0,118.099,1.0,MEDIUM,21.0,3.0,2021,French Grand Prix,53,0.33962264150943394,,,,,,,,,,,
VER,Red Bull Racing,32.0,116.764,2.0,HARD,14.0,4.0,2021,French Grand Prix,53,0.6037735849056604,,,,,,,,,,,
HAM,Mercedes,19.0,118.684,1.0,MEDIUM,22.0,2.0,2021,French Grand Prix,53,0.3584905660377358,,,,,,,,,,,
PER,Red Bull Racing,24.0,118.41,1.0,MEDIUM,27.0,4.0,2021,French Grand Prix,53,0.4528301886792453,,,,,,,,,,,
BOT,Mercedes,17.0,119.129,1.0,MEDIUM,20.0,4.0,2021,French Grand Prix,53,0.32075471698113206,,,,,,,,,,,
NOR,McLaren,24.0,120.36,1.0,MEDIUM,29.0,13.0,2021,French Grand Prix,53,0.4528301886792453,,,,,,,,,,,
RIC,McLaren,16.0,120.026,1.0,MEDIUM,21.0,16.0,2021,French Grand Prix,53,0.3018867924528302,,,,,,,,,,,
GAS,AlphaTauri,17.0,121.423,1.0,MEDIUM,22.0,15.0,2021,French Grand Prix,53,0.32075471698113206,,,,,,,,,,,
ALO,Alpine,18.0,121.622,1.0,MEDIUM,21.0,15.0,2021,French Grand Prix,53,0.33962264150943394,,,,,,,,,,,
VET,Aston Martin,37.0,119.971,1.0,HARD,37.0,11.0,2021,French Grand Prix,53,0.6981132075471698,,,,,,,,,,,
STR,Aston Martin,34.0,120.727,1.0,HARD,34.0,13.0,2021,French Grand Prix,53,0.6415094339622641,,,,,,,,,,,
SAI,Ferrari,17.0,120.88,1.0,MEDIUM,20.0,13.0,2021,French Grand Prix,53,0.32075471698113206,,,,,,,,,,,
RUS,Williams,17.0,120.045,1.0,MEDIUM,17.0,19.0,2021,French Grand Prix,53,0.32075471698113206,,,,,,,,,,,
TSU,AlphaTauri,15.0,121.362,1.0,MEDIUM,15.0,19.0,2021,French Grand Prix,53,0.2830188679245283,,,,,,,,,,,
OCO,Alpine,28.0,120.943,1.0,HARD,28.0,16.0,2021,French Grand Prix,53,0.5283018867924528,,,,,,,,,,,
GIO,Alfa Romeo Racing,28.0,121.408,1.0,HARD,28.0,18.0,2021,French Grand Prix,53,0.5283018867924528,,,,,,,,,,,
LEC,Ferrari,14.0,122.349,1.0,MEDIUM,17.0,18.0,2021,French Grand Prix,53,0.2641509433962264,,,,,,,,,,,
LEC,Ferrari,38.0,119.965,2.0,HARD,24.0,16.0,2021,French Grand Prix,53,0.7169811320754716,,,,,,,,,,,
RAI,Alfa Romeo Racing,33.0,122.988,1.0,HARD,33.0,18.0,2021,French Grand Prix,53,0.6226415094339622,,,,,,,,,,,
LAT,Williams,18.0,120.899,1.0,MEDIUM,18.0,19.0,2021,French Grand Prix,53,0.33962264150943394,,,,,,,,,,,
MSC,Haas F1 Team,15.0,123.242,1.0,MEDIUM,15.0,20.0,2021,French Grand Prix,53,0.2830188679245283,,,,,,,,,,,
MAZ,Haas F1 Team,31.0,121.696,1.0,HARD,31.0,20.0,2021,French Grand Prix,53,0.5849056603773585,,,,,,,,,,,
VER,Red Bull Racing,29.0,73.454,1.0,MEDIUM,34.0,1.0,2021,Styrian Grand Prix,71,0.4084507042253521,,,,,,,,,,,
HAM,Mercedes,28.0,73.529,1.0,MEDIUM,32.0,2.0,2021,Styrian Grand Prix,71,0.39436619718309857,,,,,,,,,,,
HAM,Mercedes,69.0,73.177,2.0,HARD,41.0,2.0,2021,Styrian Grand Prix,71,0.971830985915493,,,,,,,,,,,
BOT,Mercedes,27.0,72.657,1.0,MEDIUM,30.0,3.0,2021,Styrian Grand Prix,71,0.38028169014084506,,,,,,,,,,,
PER,Red Bull Racing,26.0,75.077,1.0,SOFT,29.0,4.0,2021,Styrian Grand Prix,71,0.36619718309859156,,,,,,,,,,,
PER,Red Bull Racing,54.0,73.23,2.0,HARD,28.0,4.0,2021,Styrian Grand Prix,71,0.7605633802816901,,,,,,,,,,,
NOR,McLaren,31.0,74.67,1.0,SOFT,34.0,5.0,2021,Styrian Grand Prix,71,0.43661971830985913,,,,,,,,,,,
SAI,Ferrari,41.0,74.124,1.0,MEDIUM,41.0,5.0,2021,Styrian Grand Prix,71,0.5774647887323944,,,,,,,,,,,
LEC,Ferrari,1.0,80.376,1.0,SOFT,4.0,14.0,2021,Styrian Grand Prix,71,0.014084507042253521,,,,,,,,,,,
LEC,Ferrari,37.0,73.991,2.0,HARD,36.0,8.0,2021,Styrian Grand Prix,71,0.5211267605633803,,,,,,,,,,,
STR,Aston Martin,28.0,74.631,1.0,SOFT,31.0,7.0,2021,Styrian Grand Prix,71,0.39436619718309857,,,,,,,,,,,
ALO,Alpine,27.0,75.012,1.0,SOFT,30.0,8.0,2021,Styrian Grand Prix,71,0.38028169014084506,,,,,,,,,,,
TSU,AlphaTauri,26.0,74.591,1.0,SOFT,29.0,11.0,2021,Styrian Grand Prix,71,0.36619718309859156,,,,,,,,,,,
RAI,Alfa Romeo Racing,36.0,74.571,1.0,HARD,36.0,9.0,2021,Styrian Grand Prix,71,0.5070422535211268,,,,,,,,,,,
VET,Aston Martin,27.0,74.363,1.0,MEDIUM,27.0,12.0,2021,Styrian Grand Prix,71,0.38028169014084506,,,,,,,,,,,
RIC,McLaren,41.0,74.26,1.0,MEDIUM,41.0,8.0,2021,Styrian Grand Prix,71,0.5774647887323944,,,,,,,,,,,
OCO,Alpine,36.0,74.26,1.0,MEDIUM,36.0,11.0,2021,Styrian Grand Prix,71,0.5070422535211268,,,,,,,,,,,
GIO,Alfa Romeo Racing,23.0,75.053,1.0,MEDIUM,23.0,16.0,2021,Styrian Grand Prix,71,0.323943661971831,,,,,,,,,,,
MSC,Haas F1 Team,33.0,74.883,1.0,MEDIUM,33.0,16.0,2021,Styrian Grand Prix,71,0.4647887323943662,,,,,,,,,,,
LAT,Williams,1.0,115.792,1.0,MEDIUM,1.0,19.0,2021,Styrian Grand Prix,71,0.014084507042253521,,,,,,,,,,,
LAT,Williams,25.0,75.151,2.0,SOFT,24.0,19.0,2021,Styrian Grand Prix,71,0.352112676056338,,,,,,,,,,,
MAZ,Haas F1 Team,21.0,76.1,1.0,MEDIUM,21.0,18.0,2021,Styrian Grand Prix,71,0.29577464788732394,,,,,,,,,,,
RUS,Williams,25.0,74.57,1.0,MEDIUM,25.0,11.0,2021,Styrian Grand Prix,71,0.352112676056338,,,,,,,,,,,
RUS,Williams,26.0,106.305,2.0,HARD,1.0,17.0,2021,Styrian Grand Prix,71,0.36619718309859156,,,,,,,,,,,
RUS,Williams,36.0,78.351,3.0,HARD,11.0,18.0,2021,Styrian Grand Prix,71,0.5070422535211268,,,,,,,,,,,
GAS,AlphaTauri,1.0,123.661,1.0,SOFT,4.0,20.0,2021,Styrian Grand Prix,71,0.014084507042253521,,,,,,,,,,,
VER,Red Bull Racing,32.0,73.134,1.0,MEDIUM,35.0,1.0,2021,Austrian Grand Prix,71,0.4507042253521127,,,,,,,,,,,
VER,Red Bull Racing,60.0,71.722,2.0,HARD,28.0,1.0,2021,Austrian Grand Prix,71,0.8450704225352113,,,,,,,,,,,
BOT,Mercedes,30.0,73.539,1.0,MEDIUM,33.0,4.0,2021,Austrian Grand Prix,71,0.4225352112676056,,,,,,,,,,,
NOR,McLaren,30.0,73.463,1.0,MEDIUM,33.0,3.0,2021,Austrian Grand Prix,71,0.4225352112676056,,,,,,,,,,,
HAM,Mercedes,31.0,73.627,1.0,MEDIUM,34.0,2.0,2021,Austrian Grand Prix,71,0.43661971830985913,,,,,,,,,,,
HAM,Mercedes,53.0,73.847,2.0,HARD,22.0,4.0,2021,Austrian Grand Prix,71,0.7464788732394366,,,,,,,,,,,
SAI,Ferrari,48.0,73.405,1.0,HARD,48.0,5.0,2021,Austrian Grand Prix,71,0.676056338028169,,,,,,,,,,,
PER,Red Bull Racing,32.0,73.971,1.0,MEDIUM,35.0,7.0,2021,Austrian Grand Prix,71,0.4507042253521127,,,,,,,,,,,
RIC,McLaren,29.0,73.401,1.0,MEDIUM,29.0,7.0,2021,Austrian Grand Prix,71,0.4084507042253521,,,,,,,,,,,
LEC,Ferrari,34.0,73.495,1.0,MEDIUM,37.0,6.0,2021,Austrian Grand Prix,71,0.4788732394366197,,,,,,,,,,,
GAS,AlphaTauri,13.0,74.537,1.0,SOFT,16.0,5.0,2021,Austrian Grand Prix,71,0.18309859154929578,,,,,,,,,,,
GAS,AlphaTauri,45.0,73.417,2.0,HARD,32.0,9.0,2021,Austrian Grand Prix,71,0.6338028169014085,,,,,,,,,,,
ALO,Alpine,32.0,74.052,1.0,MEDIUM,32.0,11.0,2021,Austrian Grand Prix,71,0.4507042253521127,,,,,,,,,,,
RUS,Williams,30.0,73.41,1.0,MEDIUM,33.0,10.0,2021,Austrian Grand Prix,71,0.4225352112676056,,,,,,,,,,,
TSU,AlphaTauri,12.0,74.338,1.0,SOFT,15.0,10.0,2021,Austrian Grand Prix,71,0.16901408450704225,,,,,,,,,,,
TSU,AlphaTauri,51.0,72.567,2.0,HARD,39.0,9.0,2021,Austrian Grand Prix,71,0.7183098591549296,,,,,,,,,,,
STR,Aston Martin,14.0,74.676,1.0,SOFT,17.0,9.0,2021,Austrian Grand Prix,71,0.19718309859154928,,,,,,,,,,,
STR,Aston Martin,46.0,74.296,2.0,HARD,32.0,15.0,2021,Austrian Grand Prix,71,0.647887323943662,,,,,,,,,,,
GIO,Alfa Romeo Racing,1.0,107.502,1.0,MEDIUM,1.0,12.0,2021,Austrian Grand Prix,71,0.014084507042253521,,,,,,,,,,,
GIO,Alfa Romeo Racing,29.0,74.521,2.0,HARD,28.0,17.0,2021,Austrian Grand Prix,71,0.4084507042253521,,,,,,,,,,,
RAI,Alfa Romeo Racing,37.0,73.641,1.0,HARD,37.0,9.0,2021,Austrian Grand Prix,71,0.5211267605633803,,,,,,,,,,,
LAT,Williams,33.0,75.269,1.0,MEDIUM,33.0,14.0,2021,Austrian Grand Prix,71,0.4647887323943662,,,,,,,,,,,
VET,Aston Martin,17.0,75.194,1.0,SOFT,20.0,9.0,2021,Austrian Grand Prix,71,0.23943661971830985,,,,,,,,,,,
VET,Aston Martin,49.0,72.881,2.0,HARD,32.0,10.0,2021,Austrian Grand Prix,71,0.6901408450704225,,,,,,,,,,,
MSC,Haas F1 Team,34.0,74.136,1.0,MEDIUM,34.0,16.0,2021,Austrian Grand Prix,71,0.4788732394366197,,,,,,,,,,,
MAZ,Haas F1 Team,27.0,75.562,1.0,MEDIUM,27.0,19.0,2021,Austrian Grand Prix,71,0.38028169014084506,,,,,,,,,,,
MAZ,Haas F1 Team,45.0,74.264,2.0,HARD,18.0,19.0,2021,Austrian Grand Prix,71,0.6338028169014085,,,,,,,,,,,
HAM,Mercedes,27.0,92.852,2.0,MEDIUM,25.0,2.0,2021,British Grand Prix,52,0.5192307692307693,,,,,,,,,,,
LEC,Ferrari,29.0,91.847,2.0,MEDIUM,27.0,1.0,2021,British Grand Prix,52,0.5576923076923077,,,,,,,,,,,
BOT,Mercedes,22.0,91.869,2.0,MEDIUM,20.0,3.0,2021,British Grand Prix,52,0.4230769230769231,,,,,,,,,,,
NOR,McLaren,21.0,91.418,2.0,MEDIUM,21.0,3.0,2021,British Grand Prix,52,0.40384615384615385,,,,,,,,,,,
RIC,McLaren,20.0,92.164,2.0,MEDIUM,20.0,5.0,2021,British Grand Prix,52,0.38461538461538464,,,,,,,,,,,
SAI,Ferrari,28.0,91.816,2.0,MEDIUM,26.0,2.0,2021,British Grand Prix,52,0.5384615384615384,,,,,,,,,,,
ALO,Alpine,24.0,93.49,2.0,MEDIUM,23.0,6.0,2021,British Grand Prix,52,0.46153846153846156,,,,,,,,,,,
STR,Aston Martin,23.0,92.955,2.0,MEDIUM,23.0,7.0,2021,British Grand Prix,52,0.4423076923076923,,,,,,,,,,,
OCO,Alpine,19.0,93.472,2.0,MEDIUM,17.0,9.0,2021,British Grand Prix,52,0.36538461538461536,,,,,,,,,,,
TSU,AlphaTauri,30.0,92.682,2.0,MEDIUM,30.0,7.0,2021,British Grand Prix,52,0.5769230769230769,,,,,,,,,,,
GAS,AlphaTauri,28.0,92.66,2.0,MEDIUM,28.0,6.0,2021,British Grand Prix,52,0.5384615384615384,,,,,,,,,,,
GAS,AlphaTauri,46.0,93.003,3.0,HARD,18.0,9.0,2021,British Grand Prix,52,0.8846153846153846,,,,,,,,,,,
RUS,Williams,18.0,92.972,2.0,MEDIUM,16.0,14.0,2021,British Grand Prix,52,0.34615384615384615,,,,,,,,,,,
GIO,Alfa Romeo Racing,23.0,93.119,2.0,MEDIUM,21.0,10.0,2021,British Grand Prix,52,0.4423076923076923,,,,,,,,,,,
LAT,Williams,19.0,93.034,2.0,MEDIUM,17.0,13.0,2021,British Grand Prix,52,0.36538461538461536,,,,,,,,,,,
RAI,Alfa Romeo Racing,18.0,93.762,2.0,MEDIUM,16.0,10.0,2021,British Grand Prix,52,0.34615384615384615,,,,,,,,,,,
PER,Red Bull Racing,18.0,93.404,2.0,HARD,18.0,11.0,2021,British Grand Prix,52,0.34615384615384615,,,,,,,,,,,
PER,Red Bull Racing,38.0,91.9,3.0,MEDIUM,20.0,8.0,2021,British Grand Prix,52,0.7307692307692307,,,,,,,,,,,
PER,Red Bull Racing,48.0,90.0,4.0,MEDIUM,10.0,10.0,2021,British Grand Prix,52,0.9230769230769231,,,,,,,,,,,
MAZ,Haas F1 Team,25.0,93.671,2.0,MEDIUM,26.0,18.0,2021,British Grand Prix,52,0.4807692307692308,,,,,,,,,,,
MSC,Haas F1 Team,24.0,93.93,2.0,MEDIUM,23.0,18.0,2021,British Grand Prix,52,0.46153846153846156,,,,,,,,,,,
VET,Aston Martin,18.0,93.837,2.0,MEDIUM,21.0,17.0,2021,British Grand Prix,52,0.34615384615384615,,,,,,,,,,,
VET,Aston Martin,40.0,101.335,3.0,HARD,24.0,17.0,2021,British Grand Prix,52,0.7692307692307693,,,,,,,,,,,
VER,Red Bull Racing,21.0,78.594,1.0,SOFT,24.0,1.0,2021,Dutch Grand Prix,72,0.2916666666666667,,,,,,,,,,,
VER,Red Bull Racing,40.0,76.99,2.0,MEDIUM,19.0,1.0,2021,Dutch Grand Prix,72,0.5555555555555556,,,,,,,,,,,
HAM,Mercedes,20.0,79.092,1.0,SOFT,24.0,2.0,2021,Dutch Grand Prix,72,0.2777777777777778,,,,,,,,,,,
HAM,Mercedes,39.0,77.127,2.0,MEDIUM,19.0,2.0,2021,Dutch Grand Prix,72,0.5416666666666666,,,,,,,,,,,
HAM,Mercedes,70.0,76.335,3.0,MEDIUM,36.0,2.0,2021,Dutch Grand Prix,72,0.9722222222222222,,,,,,,,,,,
BOT,Mercedes,31.0,82.297,1.0,SOFT,35.0,3.0,2021,Dutch Grand Prix,72,0.4305555555555556,,,,,,,,,,,
BOT,Mercedes,67.0,79.564,2.0,MEDIUM,36.0,3.0,2021,Dutch Grand Prix,72,0.9305555555555556,,,,,,,,,,,
GAS,AlphaTauri,24.0,79.651,1.0,SOFT,27.0,5.0,2021,Dutch Grand Prix,72,0.3333333333333333,,,,,,,,,,,
LEC,Ferrari,34.0,80.851,1.0,SOFT,37.0,4.0,2021,Dutch Grand Prix,72,0.4722222222222222,,,,,,,,,,,
ALO,Alpine,33.0,80.105,1.0,SOFT,36.0,6.0,2021,Dutch Grand Prix,72,0.4583333333333333,,,,,,,,,,,
SAI,Ferrari,31.0,80.945,1.0,SOFT,34.0,5.0,2021,Dutch Grand Prix,72,0.4305555555555556,,,,,,,,,,,
PER,Red Bull Racing,8.0,81.601,1.0,HARD,8.0,19.0,2021,Dutch Grand Prix,72,0.1111111111111111,,,,,,,,,,,
PER,Red Bull Racing,47.0,79.54,2.0,MEDIUM,39.0,9.0,2021,Dutch Grand Prix,72,0.6527777777777778,,,,,,,,,,,
OCO,Alpine,31.0,79.92,1.0,SOFT,34.0,8.0,2021,Dutch Grand Prix,72,0.4305555555555556,,,,,,,,,,,
NOR,McLaren,42.0,79.533,1.0,MEDIUM,42.0,8.0,2021,Dutch Grand Prix,72,0.5833333333333334,,,,,,,,,,,
RIC,McLaren,30.0,79.869,1.0,SOFT,33.0,9.0,2021,Dutch Grand Prix,72,0.4166666666666667,,,,,,,,,,,
STR,Aston Martin,27.0,79.91,1.0,SOFT,27.0,14.0,2021,Dutch Grand Prix,72,0.375,,,,,,,,,,,
VET,Aston Martin,10.0,81.791,1.0,SOFT,10.0,16.0,2021,Dutch Grand Prix,72,0.1388888888888889,,,,,,,,,,,
VET,Aston Martin,44.0,79.511,2.0,HARD,34.0,17.0,2021,Dutch Grand Prix,72,0.6111111111111112,,,,,,,,,,,
GIO,Alfa Romeo Racing,27.0,80.442,1.0,SOFT,30.0,10.0,2021,Dutch Grand Prix,72,0.375,,,,,,,,,,,
GIO,Alfa Romeo Racing,33.0,81.476,2.0,MEDIUM,6.0,14.0,2021,Dutch Grand Prix,72,0.4583333333333333,,,,,,,,,,,
KUB,Alfa Romeo Racing,40.0,81.745,1.0,MEDIUM,40.0,18.0,2021,Dutch Grand Prix,72,0.5555555555555556,,,,,,,,,,,
LAT,Williams,23.0,80.626,1.0,MEDIUM,23.0,17.0,2021,Dutch Grand Prix,72,0.3194444444444444,,,,,,,,,,,
RUS,Williams,27.0,79.487,1.0,MEDIUM,27.0,11.0,2021,Dutch Grand Prix,72,0.375,,,,,,,,,,,
RUS,Williams,68.0,82.782,2.0,HARD,41.0,13.0,2021,Dutch Grand Prix,72,0.9444444444444444,,,,,,,,,,,
RUS,Williams,69.0,124.387,3.0,SOFT,1.0,17.0,2021,Dutch Grand Prix,72,0.9583333333333334,,,,,,,,,,,
MSC,Haas F1 Team,4.0,85.287,1.0,SOFT,4.0,20.0,2021,Dutch Grand Prix,72,0.05555555555555555,,,,,,,,,,,
MSC,Haas F1 Team,30.0,84.301,2.0,HARD,26.0,20.0,2021,Dutch Grand Prix,72,0.4166666666666667,,,,,,,,,,,
TSU,AlphaTauri,31.0,80.565,1.0,SOFT,31.0,11.0,2021,Dutch Grand Prix,72,0.4305555555555556,,,,,,,,,,,
TSU,AlphaTauri,48.0,88.936,2.0,MEDIUM,17.0,16.0,2021,Dutch Grand Prix,72,0.6666666666666666,,,,,,,,,,,
MAZ,Haas F1 Team,33.0,80.999,1.0,MEDIUM,33.0,19.0,2021,Dutch Grand Prix,72,0.4583333333333333,,,,,,,,,,,
MAZ,Haas F1 Team,41.0,80.779,2.0,HARD,8.0,19.0,2021,Dutch Grand Prix,72,0.5694444444444444,,,,,,,,,,,
GAS,AlphaTauri,3.0,109.173,1.0,HARD,3.0,18.0,2021,Italian Grand Prix,53,0.05660377358490566,,,,,,,,,,,
PER,Red Bull Racing,26.0,105.619,1.0,MEDIUM,26.0,2.0,2021,Italian Grand Prix,53,0.49056603773584906,,,,,,,,,,,
ALO,Alpine,25.0,92.11,1.0,MEDIUM,25.0,10.0,2021,Italian Grand Prix,53,0.4716981132075472,,,,,,,,,,,
LEC,Ferrari,26.0,104.442,1.0,MEDIUM,26.0,1.0,2021,Italian Grand Prix,53,0.49056603773584906,,,,,,,,,,,
STR,Aston Martin,25.0,91.605,1.0,MEDIUM,27.0,9.0,2021,Italian Grand Prix,53,0.4716981132075472,,,,,,,,,,,
RIC,McLaren,22.0,92.063,1.0,MEDIUM,22.0,2.0,2021,Italian Grand Prix,53,0.41509433962264153,,,,,,,,,,,
OCO,Alpine,26.0,115.315,1.0,MEDIUM,26.0,7.0,2021,Italian Grand Prix,53,0.49056603773584906,,,,,,,,,,,
VER,Red Bull Racing,23.0,91.184,1.0,MEDIUM,23.0,2.0,2021,Italian Grand Prix,53,0.4339622641509434,,,,,,,,,,,
NOR,McLaren,24.0,92.641,1.0,MEDIUM,24.0,3.0,2021,Italian Grand Prix,53,0.4528301886792453,,,,,,,,,,,
HAM,Mercedes,25.0,90.855,1.0,HARD,25.0,1.0,2021,Italian Grand Prix,53,0.4716981132075472,,,,,,,,,,,
MSC,Haas F1 Team,23.0,93.142,1.0,MEDIUM,23.0,17.0,2021,Italian Grand Prix,53,0.4339622641509434,,,,,,,,,,,
VET,Aston Martin,22.0,92.328,1.0,MEDIUM,24.0,14.0,2021,Italian Grand Prix,53,0.41509433962264153,,,,,,,,,,,
VET,Aston Martin,26.0,121.789,2.0,HARD,6.0,13.0,2021,Italian Grand Prix,53,0.49056603773584906,,,,,,,,,,,
